Generation,pH,Concentration,ROG_DENS_TA,TA-TA,TA-PO4,Den_layer_thickness,DHS_TAbeads,AND_results,hydrophobic_vol,packing_factor,Thickness_Bilayer,
G1,ACIDIC,648,0.7918787978486501,0.34351226558200854,0.6996315464230928,0.8164291855033285,0.7676782178217822,1.9960405919278865,1681.3334065498393,0.7915847005596017,3.7977846534653463,
G1,ACIDIC,722,0.7887132663251515,0.399788961776617,0.6714084151251561,0.8144183769244255,0.7995371287128713,1.8797699461792827,1692.5002802269332,0.7922613523204113,3.8149925742574258,
G1,ACIDIC,800,0.7869961673289516,0.44244876567585095,0.6498027314947695,0.866406718693468,0.8253168316831683,1.7925909335855186,1696.9852571390456,0.791154714340728,3.797108910891089,
G1,ACIDIC,882,0.78542065955949,0.4989695760665511,0.6173376837408688,0.8991158469857015,0.8487029702970297,1.702497970331723,1674.2617682625319,0.7898006943434087,3.7727821782178217,
G1,BASIC,72,0.7902638099497514,0.05444150485501041,0.8805768181296141,0.604307332251167,0.12127392739273928,4.902013497992222,1690.422828989648,0.7969654124669776,3.8587722772277226,
G1,BASIC,98,0.7893233639844193,0.08702029492500742,0.8867540852781425,0.5495319073493911,0.15922772277227723,4.17892483400916,1694.5113016721573,0.797140656036477,3.869795379537954,
G1,BASIC,128,0.7883906491787647,0.1019614169207205,0.8839907849669221,0.5595247646570997,0.2124158415841584,3.763265400254056,1688.1790521719975,0.7966297238980157,3.871986798679868,
G1,BASIC,162,0.7899253421094984,0.12021432292553444,0.8659348617239395,0.6766668192240103,0.26153135313531356,3.550240713566266,1690.163404177019,0.7976426467579285,3.8972574257425743,
G1,BASIC,200,0.7886410482536734,0.15020584760496125,0.8787829600765422,0.6007225968904415,0.3106468646864686,3.1887941213568527,1683.326316979193,0.7962616402507137,3.852894389438944,
G1,BASIC,242,0.7903099663608383,0.17584290282908036,0.8759899963573982,0.6335706780621582,0.36935148514851485,2.9461045086653344,1690.9458259750538,0.7961688419625279,3.8594356435643564,
G1,BASIC,288,0.7890476446596028,0.20815862698169765,0.8727212708772111,0.6083414128332508,0.4262079207920792,2.7015744476045387,1667.3321278289618,0.7955096975602947,3.810009900990099,
G1,BASIC,338,0.7900044720879869,0.26474656628072063,0.8705104445361791,0.5702721430547049,0.49985643564356436,2.4321982197656378,1688.6311396616486,0.7966231973033614,3.8400346534653464,
G1,BASIC,392,0.7895608636595349,0.28535305128138627,0.8633303621672177,0.5922104941696313,0.5561039603960396,2.326046037439474,1689.5355317870265,0.7969652485104115,3.9010544554455446,
G1,BASIC,450,0.7888719336312592,0.29709811909865064,0.8528810394669246,0.6308173351670043,0.576990099009901,2.299226259196025,1701.2142030238597,0.7984833620707792,3.9151336633663365,
G1,BASIC,512,0.7891742186474014,0.34472085710786055,0.8431998230370502,0.6589139115895539,0.6423910891089109,2.1266382620479676,1698.3279103766113,0.7984525511635189,3.8998861386138612,
G1,BASIC,648,0.7882087496986613,0.420675172762827,0.846385697884787,0.6053288859531826,0.7451188118811881,1.866770667883903,1669.334642185087,0.795813653543905,3.7892920792079208,
G1,BASIC,722,0.792025542931186,0.4537766710176555,0.8323169507025869,0.6022742853516153,0.7623514851485149,1.8059497973141743,1693.0234672747038,0.7975894279656468,3.8538069306930693,
G1,BASIC,800,0.7886411988523596,0.47659281640362844,0.8247682834771083,0.6550007907555396,0.8182970297029702,1.7181215404798658,1658.8201160787091,0.7958007553203783,3.7916435643564355,
G1,BASIC,882,0.7890377891657812,0.5106995792441227,0.8186719095950261,0.6320413035806652,0.8592376237623762,1.6482080653314521,1665.004076482273,0.7964305002143249,3.79770297029703,
G1,BASIC,968,0.7877058201344445,0.544166415555061,0.7985170082087792,0.6630724725798478,0.884960396039604,1.5865764232986053,1687.814645221445,0.7983706500302004,3.8402970297029704,
G1,BASIC,1058,0.7889745810783683,0.5541676362421987,0.7906069621136448,0.6314291764139006,0.8223564356435643,1.5740254711867903,1657.3780672022542,0.79631952400696,3.737019801980198,
G1,BASIC,1152,0.7893821675014565,0.5944819521104465,0.7726712467390833,0.6640463522280283,0.9148415841584159,1.4592201762378607,1667.5002722968004,0.7980465085764172,3.7735643564356436,
G1,BASIC,1458,0.7893743637201063,0.6593456925295228,0.7200974017167757,0.6280303217213821,0.9502376237623762,1.3519023141271052,1714.3400697386367,0.8016443529844013,3.884118811881188,
G1,BASIC,1682,0.7880841207185407,0.7044339063999907,0.6650344669185733,0.6151933965013228,0.9721782178217822,1.2575479619774033,1688.466948067261,0.8003494989348298,3.8077524752475247,
G1,BASIC,1922,0.7886431833417107,0.7308053010270533,0.5717647273675758,0.7682706733459969,0.9657623762376237,1.1967257115312613,1685.1695334694912,0.8004663389375049,3.818376237623762,
G1,BASIC,2178,0.7965415168879718,0.7565800748194715,0.48332755282858736,0.8643783411665021,0.9752574257425742,1.1518006073417153,1673.798471669664,0.7985086023097573,3.6392079207920793,
G2,ACIDIC,50,1.4122996708334712,0.011126299817134104,0.6388788039329517,0.8044642220541658,0.1577953795379538,6.05491424827927,1710.232216693536,0.7970833114124035,3.8618778877887787,
G2,ACIDIC,98,1.4182632428729198,0.03017384053727201,0.5988030990390034,0.8956757103013006,0.2877425742574257,4.6980201606933365,1713.0496987771035,0.7965977896514798,3.8447062706270625,
G2,ACIDIC,128,1.4045349111143741,0.04881417558337758,0.5774440738516304,0.9292255521402397,0.35934653465346533,4.140481553074631,1690.80865754383,0.7945462773944001,3.8483399339933992,
G2,ACIDIC,162,1.3951880178832223,0.07893683969450609,0.5508467711187907,0.9237782215243847,0.4346699669966997,3.716652642614849,1697.226303212184,0.7962452602634142,3.8675478547854785,
G2,ACIDIC,200,1.3880136623395065,0.11919329190675473,0.5176408166698959,0.9756904810021635,0.49556765676567655,3.30920608891184,1703.0342039758975,0.7962153441341466,3.839343234323432,
G2,ACIDIC,241,1.3833297968110425,0.16136667797432108,0.4900796373633392,1.0271564537918554,0.540963696369637,3.054130218479261,1692.3557792408906,0.7955901908016452,3.833435643564356,
G2,ACIDIC,288,1.3904303895324746,0.20471147979575044,0.46064532092198385,1.1276623923234683,0.5798811881188118,2.842985268232884,1699.4006066190982,0.796537123414542,3.856772277227723,
G2,ACIDIC,392,1.3651987598897477,0.325562991596794,0.40692524720417683,1.1871157876638825,0.661914191419142,2.4408020979426706,1689.5904586181746,0.7950041469092913,3.8003795379537952,
G2,ACIDIC,450,1.356379453175572,0.39484381317543027,0.37553609272276645,1.2179381841351733,0.6915478547854785,2.234640516940505,1695.4226342188258,0.7961232544880527,3.8365610561056105,
G2,ACIDIC,512,1.3555369743011036,0.4157728461800671,0.3473839877019234,1.3500647432585315,0.7024983498349835,2.2153639968315177,2249.795346748872,0.8678163012313264,5.758537953795379,
G2,BASIC,50,1.3675081339404642,0.0496339611506662,0.5185463956646735,1.1163531906153625,0.11913531353135313,5.451771359009149,1686.8936628323206,0.7960774615466705,3.8568877887788777,
G2,BASIC,72,1.3644727910648213,0.07875449377995726,0.5225183386565782,1.0991079409596367,0.1534158415841584,4.8439158741942965,1686.5168157285248,0.7967125250041156,3.8908118811881187,
G2,BASIC,98,1.3652427248858743,0.08771293917608569,0.5164070150207669,1.1486057415170865,0.2049009900990099,4.404608885725515,1671.9995994422147,0.7957697964153122,3.8310429042904293,
G2,BASIC,128,1.3636670366122325,0.1414494216860539,0.5195196486288547,1.074063903740913,0.2796633663366337,3.7343506846139722,1697.6692983675232,0.7976961926267984,3.873227722772277,
G2,BASIC,162,1.3697298160244276,0.16007658676512576,0.5134842073555337,1.1867531316179973,0.3163168316831683,3.4797865864115964,1682.4179285630105,0.7966201022089724,3.867993399339934,
G2,BASIC,200,1.3620635266296819,0.22153933235623469,0.5137591955844683,1.0572039442946526,0.41616336633663364,3.061400810606621,1696.9718349046607,0.7976553534578774,3.8481237623762374,
G2,BASIC,242,1.364254397515334,0.25532666079004795,0.5033144112407943,1.1777002056009624,0.46272607260726073,2.879991619167134,1682.5353046585167,0.7972682761819191,3.8511056105610564,
G2,BASIC,288,1.3610598521391144,0.29984732382884255,0.5077787620396136,1.08470648570705,0.5276534653465347,2.6280149017955394,1681.5811303955804,0.7975982989851808,3.846247524752475,
G2,BASIC,338,1.3621780480670147,0.33712232472661524,0.4982573015170622,1.1573511526631366,0.5888613861386138,2.5024256326450662,1693.1395487578707,0.7984339382057754,3.851003300330033,
G2,BASIC,392,1.3611445825407527,0.39733304427864174,0.4953909657390006,1.0877767995391403,0.6566237623762377,2.2953941663556114,1667.3435862729825,0.7964150730909829,3.813920792079208,
G2,BASIC,450,1.3599579488774358,0.4279728369481371,0.490063323533896,1.0784976118605374,0.7005016501650165,2.208787764379384,1684.585696420982,0.7985366989011324,3.853089108910891,
G2,BASIC,512,1.3590926674421604,0.47598960217805175,0.48118982867770266,1.1530773278937272,0.7537425742574257,2.0453738266693637,1685.853362145118,0.7991368205134768,3.8514587458745875,
G2,BASIC,648,1.3645040005163853,0.5543973350393739,0.4678516027830591,1.1006178162424776,0.8298547854785479,1.834464939600674,1687.0233469356356,0.7995504115868307,3.8698547854785477,
G2,BASIC,722,1.3643879190015833,0.5937039292071974,0.4577988301960214,1.1456891033212522,0.8714884488448845,1.7479063121079759,1675.5930184846688,0.7985671498662033,3.8437458745874586,
G3,ACIDIC,72,1.736960252173899,0.02947621248236322,0.4883988496873839,1.244312870429718,0.3342079207920792,5.184769446602593,1714.0088244248766,0.798320675656998,3.8862376237623764,
G3,ACIDIC,98,1.7221299193244164,0.05176766163673188,0.4654038313200963,1.199370709553964,0.43403960396039604,4.6826433242250545,1671.6936629715522,0.7952039157048285,3.839910891089109,
G3,ACIDIC,128,1.6891007161742788,0.09635960769432432,0.4243504639811234,1.240319538364757,0.5079306930693069,4.086579653863883,1711.2967506313248,0.7981990170784118,3.8325148514851484,
G3,ACIDIC,161,1.6709934836065297,0.13013269743460498,0.3955999013977532,1.326610115614738,0.5496039603960396,3.7159854477544663,1684.1129511440222,0.7959145247205924,3.8292326732673265,
G3,ACIDIC,200,1.6760890739398357,0.19292799024153187,0.3591480060459105,1.3992249510832866,0.6079529702970297,3.3231193961240533,1704.9974275337606,0.7981029662302322,3.8732623762376237,
G3,ACIDIC,241,1.6297937152509359,0.26045239969503703,0.3242210076200949,1.521871250127064,0.6648564356435643,3.002031021827357,1704.2336925003463,0.7967744668409851,3.8032128712871285,
G3,ACIDIC,288,1.6107236304442056,0.3245585198628971,0.3015734544039248,1.5445954422516501,0.7059257425742574,2.739723781194583,1672.0788061684102,0.7952572037666361,3.7839158415841583,
G3,BASIC,72,1.6129056446976568,0.08055629337216792,0.389867373647633,1.354504483256131,0.2094158415841584,5.025027647309519,1684.254266881463,0.7964436671612473,3.8556732673267327,
G3,BASIC,98,1.6074193282407774,0.11257002099516358,0.3835134324461703,1.371615845540619,0.29364026402640264,4.296832829275423,1690.782378071601,0.7974442512828512,3.8743663366336634,
G3,BASIC,128,1.6092293104539743,0.15049607742538978,0.3799042412355259,1.398161623484619,0.3628448844884488,3.9569315320263816,1683.481878332497,0.7971688332811794,3.864082508250825,
G3,BASIC,162,1.6022281756088206,0.195942348212438,0.3752015154937769,1.4229027217710137,0.4508283828382838,3.500792668114289,1674.3461195940188,0.7967954471401614,3.8613894389438945,
G3,BASIC,200,1.6034020239997608,0.2426142308878313,0.3670509452727655,1.4684393218393013,0.5212945544554456,3.2067240671412756,1683.016004182536,0.7973672994521014,3.88315099009901,
G3,BASIC,242,1.5893324616124747,0.3046439126872639,0.3650721913944925,1.4405215038050254,0.6160528052805281,2.919825035223665,1663.986042773788,0.796182051944444,3.8307871287128714,
G3,BASIC,288,1.584294975716351,0.376844234955771,0.3522161863747123,1.4378504453213514,0.6842376237623763,2.697561133739389,1672.927854525797,0.7968884141530271,3.8725247524752477,
G3,BASIC,338,1.588707469075575,0.41834277077080123,0.34465382580578646,1.5122589477564343,0.7440965346534654,2.4996954977875805,1663.4273084819315,0.7973824419089777,3.864188118811881,
G3,BASIC,392,1.5802639306650645,0.45876289181710456,0.3361865178957124,1.598043639356242,0.7856633663366337,2.3292714701595334,1697.9094140358222,0.8015587128393501,3.982920792079208,
G4,ACIDIC,50,2.197534135406291,0.021440229230134455,0.3825113777571112,1.5606357584413277,0.35013531353135313,6.315304842012061,1704.7895211115347,0.7988965430502284,3.9196897689768977,
G4,ACIDIC,72,2.177963214889333,0.05036209697605387,0.3545358560260588,1.5856289307284384,0.4620470297029703,5.459416749140439,1695.5434866828864,0.7971323570577867,3.858992574257426,
G4,ACIDIC,100,2.2399606805661043,0.10925315680175239,0.31983623623657803,1.6500867511295807,0.5647524752475247,4.52550298020767,1709.651870962393,0.7981075326951315,3.899232673267327,
G4,ACIDIC,128,2.0865814071902795,0.17868370046737092,0.28910313942396637,1.698621501790834,0.6431237623762376,3.9699852251733483,1684.1726841892732,0.7966123128111804,3.8615024752475247,
G4,ACIDIC,161,2.0565363332171085,0.2421588560579857,0.2606445258005799,1.8514553863943506,0.6961113861386139,3.6864550322263674,1676.2710006328862,0.7965802755542362,3.8459356435643564,
G4,ACIDIC,199,2.035290977557041,0.3091772491891991,0.23770499947742135,1.9731102537288203,0.748003300330033,3.3950079321992193,1705.3939065852996,0.8008353629767968,3.9505940594059408,
G4,BASIC,50,2.0366490781340425,0.06618910173882055,0.28351976715395605,1.7884476865196213,0.22567821782178218,5.832528802947205,1683.4199632269026,0.7962015211067206,3.877089108910891,
G4,BASIC,72,2.0234536853714613,0.09226411378714602,0.2817799182726691,1.796519184339077,0.31794306930693067,5.0691860651519125,1677.6787988339256,0.7965764903978616,3.8419356435643564,
G4,BASIC,98,2.021886201694921,0.13298079770176105,0.27542030601926626,1.8222687793580914,0.4192326732673267,4.597497274020117,1681.787452588556,0.7969313511880494,3.859631188118812,
G4,BASIC,128,2.0079966342711035,0.19971440746949906,0.27028843144313,1.8478878811758268,0.5278415841584159,4.13834659985919,1683.8112090646594,0.7976442360722353,3.9095346534653466,
G4,BASIC,162,1.9991590458354334,0.27678803437325694,0.2642662418009151,1.8432886970365705,0.6203019801980199,3.506255169984166,1655.960271668072,0.7952148652017837,3.847861386138614,
G4,BASIC,200,1.9742709669889547,0.36659000939824443,0.25803157044233876,1.824641894984653,0.7226212871287129,3.1616458516969166,1666.5302855796033,0.7965463337420072,3.839430693069307,
G4,BASIC,242,1.9619156450133997,0.41836020764542586,0.24702712225780635,1.9682829362532013,0.7779158415841584,2.9459453740069104,1652.172227429987,0.7972170914364514,3.8622673267326735,
G5,ACIDIC,32,2.6515109822791634,0.01605366175204477,0.3053920599261013,1.8000748101253177,0.3733118811881188,7.435147814706532,1692.4701008945756,0.7962228639544404,3.8630990099009903,
G5,ACIDIC,49,2.66469607166299,0.0413522565992521,0.2793345698449675,1.9713365543717152,0.5019975247524753,6.467653734090831,1701.7586392559317,0.7975688904835725,3.8960569306930695,
G5,ACIDIC,72,2.5535826741768184,0.12342901529262948,0.25060736377586784,1.9412532037661017,0.6446831683168317,5.21242760623478,1694.04116951069,0.798008127687653,3.8831650165016502,
G5,ACIDIC,97,2.5200900694027046,0.1743274239147385,0.227770098856756,2.178791375938897,0.7078762376237624,4.8449234391488565,1679.2247194966246,0.7972486495985456,3.85090099009901,
G5,ACIDIC,128,2.518402719842895,0.26659586639147975,0.19775976076824106,2.4287375911162545,0.7781658415841585,4.25642743797126,1686.4206290565564,0.7974418471268991,3.868240099009901,
G5,BASIC,32,2.491297495383081,0.028062763533927476,0.21914522535015554,2.2385165498742996,0.1881980198019802,7.8138558175698964,1681.9275430640487,0.7959133477259421,3.859732673267327,
G5,BASIC,50,2.4610189046849515,0.06120007159123786,0.22073016727313716,2.207377497726811,0.3238811881188119,6.4709256893150355,1687.6636721417933,0.7978145221741321,3.897554455445545,
G5,BASIC,72,2.5136678809245536,0.12151314859996573,0.21477369334187807,2.2153734475706965,0.47755445544554453,5.3370331493772225,1680.6751994195834,0.7959698827115383,3.889428217821782,
G5,BASIC,98,2.4323560469080925,0.19192411242614937,0.21210765437283757,2.13797939732108,0.5866559405940593,4.69272555445031,1669.51892709716,0.7968036078886048,3.9031881188118813,
G5,BASIC,128,2.3748900826581347,0.2981261921999852,0.20230283534347393,2.2446115205991064,0.7152277227722772,4.094176224712765,1670.0769974839777,0.7978342113805574,3.8758019801980197,
G5,BASIC,162,2.3566051963452677,0.3557715925794053,0.19416700288515412,2.343303809682603,0.7673069306930693,3.7426653768037643,1668.638075183621,0.7992365902944347,3.887082508250825,
G6,ACIDIC,2,3.287733130140674,0.0,0.28155940594059403,2.1224363669601667,0.026069306930693068,0,0,0,0,
G6,ACIDIC,8,3.257676753313573,0.00023978960396039604,0.2592873349834984,2.305142123928193,0.13305693069306931,11.994189185070278,1688.7693776014066,0.7971463428835805,3.882759900990099,
G6,ACIDIC,17,3.1880932095460377,0.0052715037128712875,0.2508332473872387,2.173155307186301,0.332,9.285653361382327,1705.2065881713527,0.7977480752921171,3.9264422442244227,
G6,ACIDIC,49,3.1424871487782897,0.07229976818717218,0.20578910564922853,2.5364399851670725,0.6476559405940594,6.644296040541581,1688.8420527771627,0.7975019029249028,3.903717821782178,
G6,BASIC,8,2.9413160707967374,0.0023205445544554454,0.1857002887788779,2.4217355677621897,0.0669009900990099,13.370514968184944,1697.8562853829262,0.7972804832142233,3.883831683168317,
G6,BASIC,18,2.944508575711674,0.008208903823074615,0.18499586801915083,2.4790699857803786,0.18317821782178217,9.664881565033223,1686.3045944603625,0.7963689110425552,3.8649678217821783,
G6,BASIC,32,3.209491789275521,0.036131676298452826,0.17575191986395844,2.7389976653897636,0.32106270627062705,7.622024711712937,1686.8948491105782,0.7977672024022798,3.9157062706270627,
G6,BASIC,50,2.992215629386006,0.0766299408957819,0.17243422137064443,2.597256470191897,0.4855247524752475,6.429676591085877,1671.9142114681006,0.7960698644288937,3.876621287128713,
